id,text,overall_anxiety,career_path_confusion,salary_gap,workplace_involution,identity_crisis,sentiment,confidence,key_phrases,explanation
37,c 祛魅研究所 12月05日 15:22 来自 荣耀70 5G 通过近期的深度自我剖析，我清晰地认识到一个基本事实：我与弘毅共享着同一种认知模式。 优势面： 我的大脑在为复杂信息建模、进行战略洞察和创造性连接时，会进入高效且愉悦的心流状态。这使我在进行宏观战略思考时，能感受到一种智力上的狂喜与非凡效能。 劣势面： 然而，当面对需要线性、重复、注 展开c,0.3,0.2,0.1,0.4,0.3,neutral,0.85,清晰地认识到一个基本事实; 与弘毅共享着同一种认知模式; 进入高效且愉悦的心流状态; 感受到一种智力上的狂喜与非凡效能; 面对需要线性、重复、注,文本主要描述了作者对自身认知模式的自我剖析，提到在战略思考中能进入心流状态并感到愉悦，这表明在职业能力方面有较强自信。然而，文中也暗示了在面对重复性工作时的不适感，可能反映出一定的职场内卷焦虑。整体情
38,c 我是梦回唐朝999 12月05日 08:12 来自 微博网页版 今天转的这篇文章太重要了 现在看，有必要单独成篇，天天诵读。我理解，重要性主要体现在以下方面： 第一，文章指出了慢慢变富的正确道路。 路正就不怕道远，最怕的是南辕北辙。 穷人和富人的差别不是因为智商，而是因为他们走在不同的路上。 不论你从事什么工作，不论是自己创业还是打工人，不论 展开c,0.3,0.4,0.2,0.1,0.3,neutral,0.85,路正就不怕道远，最怕的是南辕北辙; 穷人和富人的差别不是因为智商，而是因为他们走在不同的路上,文本主要强调了职业发展路径的重要性，提到‘路正就不怕道远’和‘穷人和富人的差别在于走的路不同’，这反映出对职业发展方向的思考和一定焦虑感（0.4）。但没有直接提及薪酬、内卷或身份认同的具体问题，因此这
39,c 庚白星君 12月05日 01:53 来自 微博网页版 海南封关后，优势在哪里？ 升值计 看到网上很多人在唱衰海南，尤其是很多海南本地人不看好海南，觉得海南以前也有过很多机会，没有发展起来，所以理所当然，现在也发展不起来。持这种观点的人，既对经济缺乏了解，也对地理缺乏认知，更对 展开c,0.2,0.1,0.1,0.3,0.2,negative,0.85,海南封关后，优势在哪里？; 很多人在唱衰海南; 海南本地人不看好海南; 没有发展起来; 现在也发展不起来,文本主要讨论海南封关后的经济前景，表达出对海南未来发展的担忧和质疑。虽然未直接提及职场焦虑的四个维度，但通过‘唱衰’、‘不看好’、‘没有发展起来’等关键词可推测出对未来发展路径的不确定性（发展路径迷茫
40,c 范曾研究会 12月04日 10:44 来自 华为手机 侠骨藏仁心 丹心照千秋／在浊世中坚守正义与价值的精神叩问 王凡 近日与《周公研究》总编、范曾研究会杨青云会长晨间畅谈，思想共鸣间更添对世事人心的深刻体悟。辗转四地的奔波虽累，却让我在喧嚣尘世中愈发清晰地看到一种稀缺的精神光芒，那是鲁智深式的侠义肝胆，是彭大将军般的刚正不阿，是吴塞 展开c,0.1,0.1,0.1,0.1,0.1,positive,0.95,在浊世中坚守正义与价值的精神叩问; 愈发清晰地看到一种稀缺的精神光芒,文本整体呈现积极情绪，强调精神层面的追求和对正义、价值的坚守。文中未提及职业发展路径、薪酬待遇、工作压力或身份认同方面的具体焦虑内容，因此四个维度的焦虑指数均较低。关键短语表达了对精神力量的欣赏和对理
41,c GingerGwd 12月04日 05:22 来自 微博网页版 直到今天我才真正想明白，为什么今年我精神状态这么不好，尤其是在二月和八月，情绪差到几乎生活里的一切都要停滞 因为我的父系家长试图摧毁我所有的安全感，摧毁我所有的支持系统 这无关乎社会成就，无关乎脑系统 不知道是不是战后ptsd的原因，按说就算68年以后有饥荒问题，也不是战时了 现在才知 展开c,0.75,0.6,0.3,0.8,0.9,negative,0.85,精神状态这么不好; 情绪差到几乎生活里的一切都要停滞; 摧毁我所有的安全感; 摧毁我所有的支持系统; 战后ptsd,文本中表达了强烈的负面情绪，尤其是对家庭环境（父系家长）的不满和对自身心理状态的反思。'摧毁我所有的安全感' 和 '情绪差到几乎生活里的一切都要停滞' 显示了高度的身份认同危机和职场压力。'战后pts
42,c 孤鸿泽 12月03日 21:25 转赞人数超过100 来自 微博网页版 整理文件时发现原来上班时的offer，给大家讲个小故事。我2010年在央企的时候年薪12万，我认为我值20万/年，这导致我不太高兴。但也没下决心离开，毕竟是编制铁饭碗。校招想进我们集团，TOP2之外都费劲。这种资源稀缺的骄傲感，也是一种价值。 到2013年的时候我就有点忍不了了，我当时的薪资涨到16万， 展开c,0.45,0.3,0.6,0.2,0.4,neutral,0.85,年薪12万，我认为我值20万/年; 不太高兴; 忍不了了; 薪资涨到16万,文本中表达了对薪酬的不满（'我认为我值20万/年'、'不太高兴'），显示出一定的薪酬落差焦虑。同时提到在央企工作时的稳定感和资源稀缺的骄傲感，说明对职业发展路径有一定认知，但并未表现出强烈的迷茫。职场
43,c 艾莉亚123 12月03日 18:52 转赞人数超过10 来自 荣耀20 1，我算明白了，我堂哥让我主动给他表妹打电话，是觉得人家能量不小，让我巴结？ 那既然能量不小，她那事就不用打官司啊，再说，洛阳满大街都是律师，能不认识几个律师，还用找我啊。。。 2，还让我多联系，应该有好处。。。 我堂哥也知道我干律师8-9年了，怎么现在才给说他表妹有资源？咋不早给我 展开c,0.65,0.4,0.3,0.7,0.6,negative,0.85,我算明白了，我堂哥让我主动给他表妹打电话，是觉得人家能量不小，让我巴结？; 咋不早给我; 洛阳满大街都是律师，能不认识几个律师，还用找我啊,文本中表现出明显的焦虑情绪。首先，用户对堂哥的请求感到困惑和不满，认为这是在利用自己的职业资源，体现出身份认同的危机（0.6）。其次，用户质疑为何堂哥现在才提到表妹有资源，暗示对职业发展路径的不确定（
44,c 龙眠村甿 12月03日 17:50 转赞人数超过20 来自 123iPhone客户端 《欲说当年好困惑》 在我心底埋藏着一件隐秘的往事，浸满了羞愤与屈辱。三十年过去，它仍如一根哽在喉间的刺，咽不下，也吐不出。那些早已远去的人与事，总在不经意间浮上心头，就像冷不丁吞下几只从秽处飞来的蝇虫，霎时间恶心翻涌，让人忍不住作呕。 上个世纪八十年代，户籍是横亘 展开c,0.3,0.2,0.1,0.4,0.3,negative,0.85,隐秘的往事; 羞愤与屈辱; 哽在喉间的刺; 恶心翻涌; 作呕,文本中描述了作者内心深处的痛苦回忆，表现出强烈的情绪困扰。虽然没有直接提到职场相关的内容，但通过‘哽在喉间的刺’和‘恶心翻涌’等表达，可以推测其可能因过去的职场经历而产生焦虑情绪。由于缺乏明确的职场内
45,c 赵老师很努力 12月03日 09:39 别迷信学历，更别迷信男人 网友来信： 赵老师，我今年28岁，普通一本毕业，持有初级会计证。 过去五年，我在县城的国有银行担任柜员，但由于情商不高，工作一直没什么起色。 后来我辞职全职备考研究生，但学习能力较弱，理解力差，专注时间很难超过20分钟。渐渐发现自己差距太大，根本考不上，每天 展开c,0.75,0.8,0.6,0.7,0.8,negative,0.9,别迷信学历，更别迷信男人; 情商不高，工作一直没什么起色; 学习能力较弱，理解力差; 差距太大，根本考不上; 每天,文本中表现出强烈的自我怀疑和对职业发展的迷茫。用户提到自己在职场中‘情商不高’、‘工作没起色’，并尝试通过考研提升自己，但因‘学习能力弱’而感到挫败，体现出明显的‘发展路径迷茫’和‘身份认同’焦虑。同
46,c 榴莲的小白 12月02日 18:44 来自 陈丽君超话 陈丽君超话 我滴闺蜜们都知道我在追陈丽君哈哈哈哈哈哈！说的对啊，还是得追体制内的星！根正苗红！@陈丽君_点绛唇 #陈丽君戏永一##陈丽君 我的大观园##陈丽君 第十八届文华奖#,0.0,0.0,0.0,0.0,0.0,positive,0.95,我滴闺蜜们都知道我在追陈丽君; 还是得追体制内的星; 根正苗红,该文本主要表达的是对偶像陈丽君的追捧和喜爱，情绪积极，没有表现出任何与职场焦虑相关的负面情绪。文本中未提及职业发展、薪酬、工作压力或身份认同等职场相关问题，因此四个维度的焦虑指数均为0。整体情感倾向为
47,c 喵小姐8418406 12月02日 18:07 来自 OPPO Reno11 5G 我这二十年 有时候，从往事里释放出来，比遗忘更重要。 许多从前，它或许越飘越远。 也或许被流年吹彻，被遗忘磨蚀，又被记忆牵扯。所以纪伯伦说：“记忆是相见的一种方式。 此刻，女儿安睡，我的思绪，犹如春风中的野草，苒苒生长。我在想，静下来回忆从前，是不是，就在与年轻的自己见面呢？ 展开c,0.1,0.1,0.1,0.1,0.1,neutral,0.85,从往事里释放出来，比遗忘更重要; 与年轻的自己见面,文本主要表达了对过往的回忆和思考，没有直接提及职业发展、薪酬、内卷或身份认同方面的焦虑。情感倾向为中性，整体焦虑指数较低，因此四个维度均评为低焦虑。关键短语反映了对自我认知和记忆的反思，但并未表现出明
48,c Whatmelon子 12月02日 17:21 来自 一加 Ace 5 YYDS 家人们谁懂啊，怎么体制内还有这么没素质的人，一点边界感都没有，拿别人东西都不知道打招呼的。今天下午去开会，大家都走得急，所以我笔记本上微信都没来得及退，网页文件也都打开着，然后领导开会到一半说让再拿个电脑来，有个男的就跑回去拿电脑了，鬼知道他拿的是我的电脑。拿回来直接 展开c,0.6,0.2,0.1,0.7,0.5,negative,0.85,体制内还有这么没素质的人; 一点边界感都没有; 拿别人东西都不知道打招呼的; 鬼知道他拿的是我的电脑,文本中主要表达了对职场中他人行为的不满和不信任，体现出强烈的职场内卷（如工作环境混乱、缺乏边界感）和身份认同焦虑（如对他人随意使用自己物品的不适）。虽然没有直接提到职业发展或薪酬问题，但整体情绪偏向负
49,c 1二儿1 12月02日 13:00 来自 Xiaomi 13 最近看一个前银行行长女博主（外形气度谈吐我觉得是有可能性的）讲，从雇佣关系的根源上讲明白了，上班就不会是带给员工快乐这一伟大哲理。近期，我在深入思考如何能够干一票大的然后提前退休，或者如果有一天老子我不在体制内熬退休了，那我会干点什么去 我的结论是搞银发经济，如何提高他们的 展开c,0.6,0.7,0.4,0.5,0.6,negative,0.85,最近看一个前银行行长女博主讲，从雇佣关系的根源上讲明白了，上班就不会是带给员工快乐这一伟大哲理; 如何能够干一票大的然后提前退休; 如果有一天老子我不在体制内熬退休了，那我会干点什么去; 我的结论是搞银发经济,文本中表现出对职业发展方向的迷茫（如‘如何能够干一票大的然后提前退休’），以及对自身未来职业路径的不确定（如‘如果有一天老子我不在体制内熬退休了，那我会干点什么去’）。虽然没有直接提到薪酬问题，但隐含
