id,text,overall_anxiety,career_path_confusion,salary_gap,workplace_involution,identity_crisis,sentiment,confidence,key_phrases,explanation
147,c 乐潇的律职会客厅 2023年09月08日 09:07 来自 iPad Pro #每天分享点什么# 最近，开始找工作，重新反思了我上一份全职工作的失败之处，如果倒回到四年前，我会避开这些坑，调整自己的思维模式，做一个更能适应职场的职场人。 1. “打工心态”一定不会快乐 我当时去的是一家创业型的互联网公司做运营，很忙，996是常态。我经常会抱怨公司就给我这点钱，却拿 展开c,0.65,0.7,0.6,0.8,0.6,negative,0.85,重新反思了我上一份全职工作的失败之处; 如果倒回到四年前，我会避开这些坑; 996是常态; 抱怨公司就给我这点钱,文本中表现出对职业发展路径的反思和迷茫（如‘重新反思失败之处’、‘避开这些坑’），显示出一定的职业方向焦虑。薪酬方面有明显不满（如‘抱怨公司就给我这点钱’），体现出薪酬落差焦虑。工作强度高、996是常
148,c 虎嗅APP 2023-09-08 08:58 转赞人数超过10 来自 微博网页版 【咱中年人再难，能比应届生还难？】 过去两周里，聊了3～4位HR同行。包括有咨询公司的同行，也包括当年在猎头公司的老同事们。 作为80后人力资源从业者，我们的谈资很有限：孩子，我们这代人的娃基本上开始卷读书了；工作，各家公司都半死不活，聊了一圈，没一家说自己公司欣欣向荣的；市场环境，比 展开c,0.75,0.8,0.6,0.9,0.7,negative,0.85,咱中年人再难，能比应届生还难？; 各家公司都半死不活; 聊了一圈，没一家说自己公司欣欣向荣的,文本表达了对职场环境和自身职业发展的强烈不满。'各家公司都半死不活' 和 '没一家说自己公司欣欣向荣的' 显示出对工作环境和企业前景的悲观情绪，体现出强烈的职场内卷焦虑（0.9）。同时，提到中年人与应
149,c OnceAgainZzZ 2023年08月21日 00:45 来自 iPhone客户端 现在是周日的晚上，经历了一个周末的心灵按摩，此时此刻我的心情和周中上班时的心情已截然不同，原本周五下班后脑子里存在的那些想表达的观点，在此时此刻，不是已经忘了就是改变了看法😂（双休的重要性，人确实需要一松一弛） 照例先谈一下我这一周overall的感受： - 这周主打一个逐渐熟悉，少了一 展开c,0.1,0.1,0.0,0.1,0.2,neutral,0.85,逐渐熟悉; 双休的重要性; 一松一弛,文本整体情绪较为中性，作者提到周末的放松和对工作状态的反思，表现出对工作节奏和生活平衡的关注。但没有直接表达对职业发展、薪酬、内卷或身份认同的强烈焦虑。'逐渐熟悉'表明作者在适应工作中，'双休的重要性
150,c EC品牌观察 2023年08月16日 23:06 来自 微博网页版 「中产阶级的诞生」 诞生于GDP处于中高增速阶段+优势产业崛起带来高薪岗位和产业机会+房子股票等财富储存器带来财富增长这样的宏观背景下。 GDP 增速：做大蛋糕的速度，有增量日子才会越来越好，很多问题可以在发展中解决，但经济增速越来越慢是每个经济体都无法避免的命运。 经济增速三个平台期，中枢 展开c,0.3,0.2,0.1,0.4,0.3,neutral,0.75,经济增速越来越慢; 每个经济体都无法避免的命运; 优势产业崛起带来高薪岗位和产业机会,文本主要讨论了经济增速放缓对中产阶级的影响，提及了GDP增长、高薪岗位和财富积累等宏观因素。虽然没有直接表达个人焦虑情绪，但提到‘经济增速越来越慢是每个经济体都无法避免的命运’暗示了对未来发展不确定性
151,c 说给美少女的洞爷 2023年07月31日 21:20 来自 NrqsbAndroid 【投稿】姐妹们，我想来求大家帮忙调理下我工作心态我是去年毕业出来找工作，转行做了新媒体，第一家公司是刻板印象里那种很卷的互联网公司，底薪不高，每个人都为了提成奋斗，干了半年实在太累了于是辞职。之后找到一家传统行业的公司，老板刚准备发展新媒体，特意成立了个部门就我一个人，公司 展开c,0.65,0.7,0.5,0.8,0.6,negative,0.85,太累了于是辞职; 刻板印象里那种很卷的互联网公司; 底薪不高; 每个人都为了提成奋斗; 发展新媒体; 特意成立了个部门就我一个人,文本中表现出明显的焦虑情绪，主要体现在对职业发展方向的迷茫（如‘转行做了新媒体’、‘公司刚准备发展新媒体’），以及在工作压力和竞争环境中的不适（如‘很卷的互联网公司’、‘每个人都为了提成奋斗’）。同时
152,c 宝坻发布 2023年07月24日 09:12 来自 微博网页版 【“00后”就业：努力就有收获】 又到了一年一度的就业季，找到心仪工作的毕业生已经开始做入职准备，还未“上岸”的毕业生正处于紧张焦虑的状态。人力资源管理专家说，“00后”就业有新特点，而两位非重点大学毕业生的成功求职经历，很好地诠释了该如何放平心态找工作。 考研失败不怕 工作依旧出 展开c 天津日报数字报刊平台 关注高校毕业生就业...,0.2,0.3,0.1,0.2,0.2,neutral,0.85,还未‘上岸’的毕业生正处于紧张焦虑的状态; 放平心态找工作,文本提到‘还未上岸的毕业生正处于紧张焦虑的状态’，表明存在一定的发展路径迷茫和职场压力。但整体语气偏向中性，强调‘努力就有收获’和‘放平心态’，并未表现出强烈的负面情绪或对薪酬、身份认同的明显焦虑。因
153,c 学姐许多钱 2023年07月13日 17:59 来自 微博网页版 “因为粗心马虎犯了一点小错被批评，心态很崩溃” 富婆群里一位粉丝提出这个问题之后，居然有很多姐妹都遭遇过这种烦恼！！我曾经也认为：粗心马虎这种小错，是要比刻意释怀犯大错更可怕的！因为“小错本可避免”，但现在看来并不是～ 只要是人，就会有注意力的偏差，比如我此刻在码字写微博，自然注 展开c,0.4,0.2,0.1,0.6,0.3,negative,0.85,因为粗心马虎犯了一点小错被批评，心态很崩溃; 小错本可避免; 注意力的偏差,文本中提到因‘粗心马虎’而被批评导致‘心态崩溃’，反映出对工作表现和自我要求的高期待与现实之间的落差，体现出职场内卷（Workplace Involution）的焦虑，评分较高。同时，作者提到‘小错本
154,c 社畜茶水间 2023-06-30 19:07 转赞人数超过100 来自 2号咖啡机iPhone 11 投稿： 茶茶好，我是一个底层互联网打工人，目前收到2个offer各有特点，纠结半个月无果，求各位兄弟姐妹帮忙出出主意！,0.6,0.7,0.4,0.5,0.6,negative,0.85,收到2个offer各有特点; 纠结半个月无果; 求各位兄弟姐妹帮忙出出主意,文本中提到‘收到2个offer各有特点’和‘纠结半个月无果’，表明对职业发展方向存在明显迷茫（发展路径迷茫得分较高）。虽然没有直接提及薪酬问题，但‘纠结’可能暗示对薪酬或工作条件的不满（薪酬落差中等）
155,c 闫晓雨Esse 2023-06-11 18:26 转赞人数超过10 来自 微博网页版 年轻人们越来越“难”了。 这种难，是这个时代愈发显得花团锦簇，走进喜宴里，却发现流水席上都是填不饱肚子假模假样的模板选择。 年轻人看起来选择越来越多了，考公考编、进大厂、创业、数字游民……整个互联网就像一个巨大的游乐市集，招募着年轻人们加入成为“主宰人生”的摊主，事实上，绝大多数热 展开c,0.75,0.8,0.6,0.7,0.7,negative,0.85,越来越‘难’了; 选择越来越多了; 填不饱肚子假模假样的模板选择; 绝大多数热,文本表达了对当代年轻人职业选择的困惑和不满，提到‘越来越难’、‘选择越来越多’但实际是‘假模假样’的模板选择，反映出发展路径迷茫（0.8）和身份认同焦虑（0.7）。虽然没有直接提到薪酬问题，但隐含了对
156,c 争气孔 2023-05-30 12:02 转赞人数超过1200 来自 iPhone 13 Pro 我怕我明天没时间写，晚上趁热打铁起来写写我当时是怎么决定辞职的。 下定决心从来不是立刻当下马上的，是一个很循序渐进的过程，我是有天发现自己买的很肥的裤子腰突然快穿不上了，很懵，因为那个裤子我毫不夸张的讲之前就是腰多出来一圈，可以再多塞进去1/3个我。 我女朋友看我很难过，当时跟我说 展开c,0.3,0.2,0.1,0.4,0.3,negative,0.85,下定决心从来不是立刻当下马上的; 很懵; 女朋友看我很难过,文本中表现出对职业选择的犹豫和不确定（如‘下定决心从来不是立刻当下马上的’），暗示了对职业发展路径的迷茫。虽然没有直接提到薪酬问题，但通过描述辞职决定的过程，可能隐含对当前工作状态的不满。文中提到‘很
157,c 杭州金融女民工 2023-05-11 18:42 转赞人数超过900 有人说董明珠和格力压榨孟羽童导致她离职。 这我要说一句了，我农村来的，钱和资源到位了，我可以睡在单位不回家 孟羽童在格力得到的一切，远超她一个应届毕业生能给格力带来的东西。 如果我是她，即使顶着黑眼圈离开格力，我也会真诚地感激格力和董明珠。因为与孟羽童相比，绝大部分打工人， 展开c,0.45,0.3,0.2,0.6,0.5,negative,0.85,钱和资源到位了，我可以睡在单位不回家; 与孟羽童相比，绝大部分打工人; 即使顶着黑眼圈离开格力,文本中表达了对职场现状的不满，尤其是对工作压力大、竞争激烈的描述（如‘睡在单位不回家’），体现出较强的职场内卷焦虑。同时，提到自己与孟羽童的对比，反映出身份认同上的不确定感。虽然没有直接提及薪酬或职业
158,c 紫去独闲 2023-04-30 06:20 转赞人数超过500 来自 iPhone 14 Pro Max 【紫，来投个稿寻求一下大家的建议 麻烦腻死，谢谢！ 简略版本：刚入职4天就不想干了怎么办 下面背景可能比较长我先说我自己的方案看看可不可行：如果我五一之后正式开始接触相关业务还是学不进看不进，就尝试和hr交流讨论换岗可能性，试试还有没有我比较合适的岗位空缺的可以去 我是今年硕士毕业校 展开...,0.6,0.7,0.3,0.5,0.6,negative,0.85,刚入职4天就不想干了; 学不进看不进; 尝试和hr交流讨论换岗可能性,文本中表达了对职业发展方向的迷茫（‘刚入职4天就不想干了’、‘尝试和hr交流讨论换岗可能性’），显示出对当前岗位的不适与不确定感。虽然没有直接提到薪酬问题，但‘学不进看不进’可能暗示工作压力或内容不符
159,c 童慢慢plus 2023年04月09日 18:51 肯定是年薪100万厉害。 我自己做小买卖一年也赚到过100万利润，现在做个员工一个月几千还担心公司关门。 自己做生意这个事情，有时候就是站巧了，抓住机会了，钱就是你的。我是一个70后，不愁钱，刚刚毕业就赶上第一次互联网浪潮，我会点美工，自学过PS啊FP、DW啊这些工具，开始做网站。一开始自己做 展开c,0.5,0.3,0.7,0.4,0.5,negative,0.85,肯定是年薪100万厉害; 现在做个员工一个月几千还担心公司关门; 自己做生意这个事情，有时候就是站巧了,文本中表达了对当前薪酬的不满（'现在做个员工一个月几千还担心公司关门'），显示出明显的薪酬落差焦虑。同时提到自己曾通过创业赚到100万利润，对比当前作为员工的状态，反映出身份认同和职业发展路径的不确定
160,c 九筒键车 2023年04月05日 10:02 来自 微博网页版 这两天B站一些up主停更的事，闹得沸沸扬扬，还上了热搜。因为这里面有up主我私下也认识，而且我自己也停更过一个账号，后来秽土转生做了个新号，也就是这个九筒笔记，现在我们是以工作室形式运营，靠做视频吃饭的，所以看到up主停更这事，还是有挺多话想说的。 比如大家关心的，up主停更背后的真正原 展开c,0.3,0.2,0.1,0.4,0.3,neutral,0.85,停更的事，闹得沸沸扬扬; 自己也停更过一个账号; 靠做视频吃饭的; 看到up主停更这事，还是有挺多话想说,文本主要围绕UP主停更事件展开，表达了对行业现状的关注和自身经历的分享。虽然提到‘停更’和‘有挺多话想说’，但并未明确表达强烈的焦虑情绪。职场内卷（如竞争激烈、工作压力）在文中有所体现，但未达到高度焦
161,c 知总pro-三句话提供价值 2023年03月31日 11:33 来自 微博网页版 #知名职场博主上线了# 2023年3月31日，周五，招聘日记。 昨天我在@三江学院 ，因为印象里有个支系的表妹，高考一般去了这学校，但是毕业以后去那种婴幼儿教培做的很不错，很早就月薪过万，加上目前规划的未来公司办公用房和宿舍距离这个学校“不算太远”，所以就去了。 去了以后发现，快递柜居然可以 展开c,0.1,0.1,0.2,0.1,0.1,neutral,0.85,发展路径迷茫; 薪酬落差; 职场内卷; 身份认同,文本内容主要描述了作者在招聘过程中对某学校及其毕业生情况的观察，提及了表妹的职业发展和未来公司办公用房与学校的距离。整体情绪较为中性，没有明显表现出焦虑情绪。但文本中提到‘月薪过万’、‘规划的未来公司
162,c 新闻晨报 2023年03月29日 18:00 来自 微博网页版 【38岁哲学硕士、前记者失业半年送外卖引质疑？本人发声】最近，“闪送员陈师傅”陈涛的视频火了。 在视频中自述找不到工作的陈涛，是2011年从四川大学哲学系毕业的硕士，曾做过五六年的文化记者，先后在《中国新闻周刊》和《南方周末》工作过。至今网上还有他的稿子，他还存着做记者时的名片。在离开 展开c,0.75,0.8,0.6,0.7,0.8,negative,0.85,失业半年送外卖; 找不到工作的陈涛; 曾做过五六年的文化记者; 网上还有他的稿子; 存着做记者时的名片,文本描述了一位哲学硕士、前记者因失业而从事送外卖工作，引发社会对其职业发展和身份认同的质疑。这反映出强烈的‘发展路径迷茫’（0.8），因为其职业背景与当前工作存在巨大落差；‘身份认同’（0.8）也较高
163,c 虎嗅APP 2023年03月27日 20:00 来自 微博网页版 #裸辞后生活会变好吗# 【裸辞，地摊，与我的理想生活】 29岁，在工作六年之后，我选择从互联网公司裸辞。之前，我一直从事数据分析工作。事实上，这并非我第一次裸辞。裸辞的起因并非是遭遇了迈不过去的坎，只是和我想要的生活不吻合。 每当我发现自己身处一种痛苦之中，便会试图逃离，通过休息一段 展开c,0.5,0.7,0.3,0.4,0.6,negative,0.85,裸辞; 与我的理想生活不吻合; 痛苦之中; 试图逃离,文本中提到‘裸辞’和‘与我的理想生活不吻合’，表明对职业发展方向存在明显迷茫（0.7）。虽然没有直接提到薪酬问题，但‘裸辞’可能暗示对当前工作不满，因此薪酬落差评分较低（0.3）。文中提到‘痛苦之中’
164,c 易碎小鱼 2023年03月09日 19:53 来自 流浪的iPhone 13 今天怼了主管一顿神清气爽，发疯真的有用！！ 原因是我从入职以来就一个人干两三个人的活，原本我职位还有一个对应职位做搭档双线工作的，可能由于大环境问题，八个月过去了一个人没招到，在超强度的工作压力下我得了情绪性胃反流，还因为焦虑等问题呼吸困难（那时候还以为是阳了白肺了） 我私下反馈 展开c,0.75,0.4,0.3,0.9,0.6,negative,0.85,怼了主管一顿神清气爽; 一个人干两三个人的活; 超强度的工作压力; 情绪性胃反流; 呼吸困难; 没有招到; 焦虑等问题,文本中表现出强烈的职场内卷（workplace_involution）和身份认同危机（identity_crisis），因为员工长期承担超出职责范围的工作，且缺乏支持，导致身体和心理双重压力。虽然提到
165,c 汉堡的宝儿_ 2023年03月08日 18:41 来自 iPhone 13 美女们妇女节快乐！！ 公司今天女性有半天假，提前溜去健身，下班时能看见阳光和满大街的fafa心情超好 作为995互联网产品，成为社会人一年多了，没有别人口中的逐渐发福，身材依旧fit，健身这么久了其实根本没把健身当回事。汉堡哥也常常说我是健身划水者——对自己没有任何身材要求 这么 展开c,0.1,0.1,0.0,0.2,0.1,positive,0.85,995互联网产品; 没有别人口中的逐渐发福; 健身划水者,文本整体情绪积极，表达了对自身状态的满意和对工作的轻松态度。'995互联网产品'暗示工作强度较高，但未明确表达焦虑；'没有别人口中的逐渐发福'表明对身材管理有自信，未表现出焦虑；'健身划水者'是自嘲，
166,c 北京青年报 2023年03月07日 17:44 来自 微博网页版 【全国政协委员吕国泉：#建议惩罚设置35岁年龄门槛的企业# ，放开“公考”年龄限制】今年全国两会，青年人就业问题是代表委员聚焦热议的话题之一。近日，全国政协委员吕国泉提交的有关打破35岁“职场天花板”的提案冲上热搜，备受青年关注。如何解决青年心中的职场天花板，如何看待大学生毕业生就业难 展开c,0.4,0.5,0.3,0.4,0.3,neutral,0.85,打破35岁‘职场天花板’; 青年就业问题; 职场天花板; 大学生毕业生就业难,文本主要聚焦于青年就业问题和35岁职场年龄门槛的讨论，反映出对职业发展路径的不确定性（如‘职场天花板’）以及对青年群体在职场中面临的挑战的关注。虽然没有直接提到薪酬落差或身份认同问题，但‘职场天花板’
167,c 虎嗅APP 2023-02-24 23:24 转赞人数超过10 来自 微博网页版 #虎夜聊天室# 【35岁互联网人，重新找工作】 2月份马上就要接近尾声了，“金三银四”即将到来。尽管每年的“金三银四”都被戏称为“铜三铁四”，但这次的求职季，格外令人失望。受疫情影响了三年，每个人都在期待市场的复苏。而在招聘市场上，却迟迟没有苏醒的信号。 受这波招聘焦虑影响最深的，除了 展开c,0.75,0.8,0.6,0.7,0.8,negative,0.85,金三银四”，格外令人失望; 招聘市场迟迟没有苏醒的信号; 受这波招聘焦虑影响最深; 35岁互联网人，重新找工作,文本中提到‘金三银四’求职季令人失望，招聘市场未复苏，反映出对职业发展路径的迷茫（career_path_confusion）。同时，提及疫情后市场复苏未达预期，暗示薪酬可能不如预期（salary_g
168,c 羊又走丢了 2023年01月29日 17:07 来自 微博视频号 互联网公司黑话： 沙雕程序员之“老板的大饼”。 网友：你吃撑了没，反正我是吐了 ...#it研究所# L羊又走丢了的微博视频 播放视频,0.2,0.1,0.1,0.3,0.2,negative,0.75,老板的大饼; 你吃撑了没，反正我是吐了,文本内容主要围绕互联网公司中常见的‘黑话’和讽刺性表达展开，其中‘老板的大饼’暗示了对职业发展缺乏实际承诺的不满，而‘你吃撑了没，反正我是吐了’则表现出对职场文化或工作压力的无奈与反感。整体情绪偏向负
169,c 信奥赛吴老师 2023年01月22日 20:17 来自 微博网页版 #中国奇谭# 看了这个动画感触很深，共鸣点非常多。借此机会写下观后感，因为是观后感，各抒己见。 第一话《小妖怪的夏天》 曾几何时，我是一个互联网的小码农，其实很多职业都是一样的，过着无忧无虑的日子，摸鱼那是在正常不过的事情了，正如片头的小猪妖睡懒觉。突然间被叫去了开会，说是唐僧经过， 展开c,0.2,0.1,0.1,0.3,0.2,neutral,0.85,过着无忧无虑的日子; 摸鱼那是在正常不过的事情了; 突然间被叫去了开会,文本中提到‘过着无忧无虑的日子’和‘摸鱼那是在正常不过的事情了’，暗示对当前工作状态的轻松感，但随后提到‘突然间被叫去了开会’，可能隐含对工作压力或变化的轻微焦虑。整体情绪偏向中性，没有明显表达对职业
170,c 固安宝德 2023年01月12日 14:23 来自 微博网页版 优秀员工丨榜样的力量（2022年第四季度优秀员工心得分享） 优秀员工是一个公司必不可缺的重要人才，是推动事业发展的中坚力量。其实作为一名优秀的员工，除了品德、工作能力之外，一些良好的工作习惯会使他们更好地发挥潜能，在单位脱颖而出。 小编寄语 首先要恭喜各位优秀员工及销售精英 展开c,0.1,0.1,0.1,0.2,0.1,positive,0.85,优秀员工; 榜样力量; 推动事业发展; 良好的工作习惯,文本整体为正面宣传性质，强调优秀员工的重要性及良好工作习惯的作用，未提及任何负面情绪或焦虑内容。因此，四个维度的焦虑指数均较低。其中，'职场内卷'略有体现，因提到'竞争激烈'，但整体仍以积极鼓励为主。
171,c 小慌 2023年01月06日 17:52 来自 微博网页版 一个富人区的地址定位，一幅不知真假的名画，一身不便宜的衣服，再加上年轻的身体，结实的小腿，就疯狂吸粉百万+。等韭菜就位，直播开起，几分钟就收获打赏几十万。 这是短视频时代最牛逼的写作手法。寥寥几笔，效果爆棚。下笔精妙，收笔生猛，收割起来机声隆隆。 如果万柳书院少爷不是冒牌货，那个 展开c,0.3,0.2,0.1,0.4,0.3,negative,0.85,疯狂吸粉百万+; 收割起来机声隆隆; 短视频时代最牛逼的写作手法,文本主要描述了短视频平台上通过虚假身份和夸张表现迅速获得关注和收益的现象，表现出对职场中快速成功、不正当手段获取资源的不满与焦虑。其中，'收割起来机声隆隆'和'短视频时代最牛逼的写作手法'反映了对职场
172,c 摘花花呀 2023年01月02日 23:04 来自 iPhone 13 我看2022 生活总是太扯，在2022的尾巴给胳膊摔了，现在仿佛端着残肢在码字。 这一年历经了疫情的反复与政策的迭代，也累积了疫情时代给予的难得经历，红绿灯般的健康码像是给日常生活的路途也赋予了“红灯停绿灯行黄灯亮了等一等”的别番体验，无需多言，存在即合理，明天更健康。 在深圳转眼间一年多 展开c,0.2,0.1,0.1,0.3,0.2,neutral,0.85,生活总是太扯; 端着残肢在码字; 红绿灯般的健康码; 存在即合理,文本整体情绪较为中性，作者表达了对2022年经历的感慨，提到疫情、健康码等外部因素带来的影响。虽然有‘生活总是太扯’和‘端着残肢在码字’等略带无奈的表达，但并未直接提及职业发展、薪酬或职场内卷的具体焦
173,c 总裁老福 2023年01月01日 19:31 福总您好，我是刚硕士毕业的应届生，工作半年了，目前就职于互联网行业，但是最近也遇到了自己的职场困惑。 因为一直以来对自己的要求都比较高，很想走在同龄人前列。最近我们出了绩效，我以为我的表现很好，结果是个普通绩效。 我复盘了好久，团队里面高职级的同学贡献确实比我大，但是大家的级 展开c,0.65,0.7,0.4,0.6,0.6,negative,0.85,对自己的要求都比较高; 很想走在同龄人前列; 绩效是个普通; 高职级的同学贡献确实比我大; 对工作压力大、竞争激烈,文本中表现出明显的焦虑情绪，主要集中在职业发展路径的迷茫（如‘很想走在同龄人前列’和‘绩效是个普通’），以及职场内卷（如‘工作压力大、竞争激烈’）。虽然没有直接提到薪酬落差，但通过对比高职级同事的贡献
174,c 睡佛233 2022年12月31日 14:58 来自 iPhone客户端 #2022年终总结# 从2022年初天津新冠爆发开始，就在学校开启了长达一年的闭关。大概也是这会，投出去了第一篇会议，结束了自己孱弱的科研，转身投向了尚硅谷。 2022，从3，4月份找暑期实习的折戟沉沙，到7月份提前批的颗粒无收，再到9月份的感谢信收集器，崩溃了很多次，但总是相信自己能收获一个可以 展开c,0.65,0.7,0.3,0.6,0.6,negative,0.85,闭关; 折戟沉沙; 颗粒无收; 崩溃了很多次; 相信自己能收获,文本中表现出强烈的职场焦虑，主要集中在职业发展路径的迷茫（如‘从2022年初天津新冠爆发开始，就在学校开启了长达一年的闭关’和‘投出去了第一篇会议，结束了自己孱弱的科研’），以及工作压力大、竞争激烈（
175,c 球和人都要上进的山鸡 2022年12月27日 23:35 来自 微博轻享版 成为吴总张总互动的断层第一☝️哈哈哈哈哈 当然她俩也是我互动的前二位！ 以我的发博频率，我怀疑我是很多人“最关注的人” 以及 我居然最爱在上班时间刷微博？？！！我如此不爱工作，已经被互联网看穿穿啦,0.2,0.1,0.1,0.3,0.2,neutral,0.85,成为吴总张总互动的断层第一; 我怀疑我是很多人‘最关注的人’; 居然最爱在上班时间刷微博？？！！; 我如此不爱工作，已经被互联网看穿穿啦,文本整体情绪较为轻松，带有自嘲和幽默色彩，因此焦虑程度较低。从内容来看，作者提到自己在微博上的活跃度较高，并调侃自己是“最关注的人”，这可能反映出对职场身份和社交地位的某种关注，但并未表现出强烈的焦虑
176,c 飞扬看房 2022年12月26日 09:55 来自 HUAWEI Mate30 Pro 5G 昨天我家小领导批评我自从做自媒体之后，这两年脾气变差了，动辄生气，说话很难听。 我觉得批评的有道理，接受批评，并愿意改正。 做自媒体，本身工作的强度就很高，然后发的文章有各种评论，前几年的评论还是整体很友好的，近两年由于某些老鼠屎的出现，整个风气被带差了，评论区出现了一些不友好的 展开c,0.4,0.2,0.1,0.6,0.3,negative,0.85,小领导批评我; 脾气变差了，动辄生气; 评论区出现了一些不友好的; 工作强度很高,文本中提到‘小领导批评我’和‘脾气变差了，动辄生气’，反映出对自身行为和情绪控制的担忧，可能与职场压力有关。同时，‘工作强度很高’和‘评论区出现了一些不友好的’表明存在较大的工作压力和外部负面反馈，这
177,c 甜桃小卖部 2022年11月11日 21:58 来自 iPhone客户端 之前一直因为工作不开心，今天想明白了一些事情，开心了很多 不开心是因为工作中碰到了非常非常非常不喜欢的同事，用面相学来说是面大鼻小，换句话说是职场绿茶，再换句话说是碰到了喜欢抢功的同事怎么办 刚开始不开心，整个人显得戾气非常重，熟悉的人知道她给我委屈受了，不熟悉的人觉得我怼天怼地 展开c,0.5,0.2,0.1,0.7,0.6,negative,0.85,非常非常非常不喜欢的同事; 职场绿茶; 抢功的同事; 戾气非常重; 怼天怼地,文本中主要表达了对与不愉快同事共事的负面情绪，尤其是提到‘非常非常非常不喜欢的同事’和‘职场绿茶’等强烈负面词汇，显示出较高的职场内卷和身份认同焦虑。虽然作者提到‘想明白了一些事情，开心了很多’，但整
178,c 风绮啊 2022年09月28日 21:17 来自 微博网页版 #大学生毕业后存钱有多重要# 就这么说吧，钱是英雄胆。 人进入社会，穷一时没要紧，只要敢想肯拼，一定能有丰厚回报。 但成年人长年累月在贫穷中，会遇到让你怀疑人生的时刻数不胜数，心气被“现实”挫伤，思维会受到很大局限，自信心也难以提升，继而更难转圜。 我自己大学毕业后8年多，从存钱这件 展开c,0.65,0.4,0.7,0.6,0.5,negative,0.85,穷一时没要紧; 怀疑人生的时刻数不胜数; 心气被‘现实’挫伤; 思维会受到很大局限; 自信心也难以提升,文本表达了对职场现实的深刻担忧，尤其是长期贫穷带来的心理压力和自我价值感的下降。虽然没有直接提到职业发展路径的迷茫或身份认同问题，但通过描述‘心气被现实挫伤’和‘自信心难以提升’，可以推断出一定程度的
179,c 爱ss的年糕彤 2022年09月21日 21:48 来自 iPhone 13 Pro 写写之前准备跳槽期间用到的一些app。 有姐妹问，索性详细写一下供参考。 我基本只用到四个：脉脉，boss，牛客，力扣，再加上各大企业招聘官网。 ✔️脉脉 脉脉我是一直有在刷的，之前都是在刷职言。 然后有跳槽打算的时候就更新了一下在线简历，并且把自己的求职偏好改成了看机会。 基本上每天都会 展开c,0.2,0.1,0.1,0.3,0.2,neutral,0.85,跳槽期间; 更新在线简历; 求职偏好改成了看机会,文本主要描述了用户在跳槽期间使用的求职工具和操作，整体语气较为中性。虽然提到‘跳槽’和‘更新简历’等行为可能暗示对当前工作的不满或寻求改变，但没有明确表达出强烈的焦虑情绪。‘求职偏好改成了看机会’表明
180,c 天才观众桃子酱 2022年07月23日 12:05 来自 微博 weibo.com #林妙妙是我互联网嘴替# #林妙妙演我上班# 林妙妙这状态简直就是演我上班啊 “我是上班，还是下地狱呀”就是说这句话感觉已经在我脑内循环了 我单方面宣布林妙妙是我互联网嘴替,0.3,0.2,0.1,0.4,0.3,negative,0.85,我是上班，还是下地狱呀; 林妙妙这状态简直就是演我上班,文本中通过‘我是上班，还是下地狱呀’表达了对工作状态的强烈不满和疲惫感，体现出职场内卷（workplace_involution）的焦虑。同时，‘林妙妙这状态简直就是演我上班’表明用户在角色认同上产生
181,c Lucy洛姿姿 2022年07月12日 14:11 刚刚更新了一篇读书笔记，是以前就读过的《高效能人士的七个习惯》。 写的时候才发现，原来有的观点已经潜入内心，形成了自己做事的逻辑。 📗《高效能人士的七个习惯》读书笔记✍️ 这本书其实已经非常有名了，而且也看过很多人的读书笔记。 很多人都是把它当成案边书、枕边书，经常一读再读，希 展开c,0.1,0.1,0.0,0.0,0.2,neutral,0.85,发现，原来有的观点已经潜入内心; 经常一读再读,文本主要描述了用户阅读《高效能人士的七个习惯》后的感悟，表达了一种对自我成长和内在逻辑形成的认同感。整体情绪较为中性，没有明显表现出对职业发展、薪酬、内卷或身份认同的焦虑。但提到‘发现观点已潜入内心’
182,c 中国青年报 2022年06月23日 22:27 来自 微博视频号 【#首批00后就业要跨越三大落差#】其实中国目前正处在极其缺人的时代，并不是没有岗位，而是有很多岗位年轻人不愿意做。”北京师范大学艺术系教授张同道多年跟拍记录00后的成长，他认为，年轻人成长环境和工作实际的落差、就业期待和工作能力之间的落差，以及在短时间想要达到某种目标却很难实现的落差 展开c 播放视频,0.6,0.7,0.5,0.4,0.6,negative,0.85,首批00后就业要跨越三大落差; 成长环境和工作实际的落差; 就业期待和工作能力之间的落差; 短时间内想要达到某种目标却很难实现的落差,文本提到00后在职业发展过程中面临三大落差，包括成长环境与工作实际、就业期待与工作能力、以及短期目标难以实现的落差。这表明对职业发展方向（career_path_confusion）存在较高焦虑，评分
183,c 社畜茶水间 2022年06月23日 16:27 来自 2号咖啡机iPhone 11 投稿： 茶茶你好，很多话想说，内心实在很焦虑，我是属于想太多的那种人，最近也在找工作，经常想东想西，给自己制造焦虑，唉！碎碎念念，希望大家能看得下去。 20年毕业的普通本科生，学的天坑工科专业机械自动化，在此奉劝各位身边有亲戚朋友有高考的女孩子万不得已千万别选天坑工科专业，除非真的 展开c,0.75,0.8,0.6,0.7,0.8,negative,0.9,内心实在很焦虑; 想东想西，给自己制造焦虑; 天坑工科专业; 奉劝各位身边有亲戚朋友有高考的女孩子万不得已千万别选天坑工科专业,文本中明确表达了强烈的焦虑情绪，尤其是对职业发展方向（如‘天坑工科专业’）和身份认同（如‘想太多’、‘碎碎念念’）的不确定。虽然没有直接提到薪酬落差或内卷，但通过‘经常想东想西’和‘工作压力大’等表述
