城市_清洗,行业,薪资_月平均K,经验要求,学历要求
北京,餐饮,6.5,经验不限,学历不限
北京,互联网,10.5,经验不限,学历不限
北京,餐饮,6.0,经验不限,学历不限
北京,餐饮,6.5,经验不限,学历不限
北京,其他专业服务,11.5,经验不限,学历不限
北京,批发/零售,8.0,经验不限,学历不限
北京,游戏,17.5,3-5年,学历不限
北京,家政服务,9.5,1-3年,学历不限
北京,餐饮,5.5,经验不限,学历不限
北京,互联网,9.5,经验不限,学历不限
北京,房地产中介/租赁,22.5,经验不限,学历不限
北京,医疗服务,22.5,经验不限,高中
北京,互联网,5.5,经验不限,学历不限
北京,房地产中介/租赁,10.5,经验不限,学历不限
北京,即时配送,11.5,经验不限,学历不限
北京,餐饮,6.0,1-3年,学历不限
北京,互联网,3.5,经验不限,学历不限
北京,在线教育,25.0,1-3年,学历不限
北京,房地产中介/租赁,10.5,经验不限,学历不限
北京,医疗健康,10.0,经验不限,学历不限
北京,生活服务(O2O),16.0,3-5年,学历不限
北京,人力资源服务,9.5,1-3年,学历不限
北京,互联网,8.0,经验不限,学历不限
北京,基金,40.0,经验不限,学历不限
北京,其他生活服务,4.5,经验不限,学历不限
北京,互联网,25.0,3-5年,学历不限
北京,美发,10.5,3-5年,学历不限
北京,人力资源服务,7.0,经验不限,学历不限
北京,互联网,7.5,经验不限,学历不限
北京,餐饮,6.5,经验不限,学历不限
北京,家政服务,12.5,经验不限,学历不限
北京,装卸搬运和仓储业,10.0,经验不限,学历不限
北京,文化艺术/娱乐,7.7,经验不限,学历不限
北京,咨询,11.5,经验不限,学历不限
北京,保健/养生,12.5,经验不限,学历不限
北京,家政服务,11.0,经验不限,学历不限
北京,生活服务(O2O),10.5,经验不限,学历不限
北京,快递,10.5,经验不限,学历不限
北京,银行,10.0,经验不限,学历不限
北京,餐饮,,经验不限,学历不限
北京,装卸搬运和仓储业,9.5,经验不限,学历不限
北京,其他生活服务,12.5,经验不限,学历不限
北京,生活服务(O2O),15.5,经验不限,硕士
北京,房地产中介/租赁,21.0,经验不限,学历不限
北京,物业管理,8.5,3-5年,学历不限
北京,文化艺术/娱乐,10.0,经验不限,学历不限
北京,餐饮,6.5,经验不限,学历不限
北京,其他生活服务,7.0,1-3年,学历不限
北京,游戏,14.5,3-5年,学历不限
北京,生活服务(O2O),11.0,5-10年,学历不限
北京,美容/美发,10.5,经验不限,学历不限
北京,餐饮,2.5,经验不限,学历不限
北京,餐饮,6.5,经验不限,高中
北京,医疗服务,8.0,1-3年,高中
北京,互联网金融,22.5,经验不限,学历不限
北京,互联网金融,10.5,经验不限,学历不限
北京,装修装饰,17.0,3-5年,学历不限
北京,文化艺术/娱乐,13.5,经验不限,学历不限
北京,电子商务,9.5,经验不限,学历不限
北京,客运服务,5.5,1-3年,学历不限
北京,汽车零部件,6.0,经验不限,学历不限
北京,酒店/民宿,5.5,3-5年,初中及以下
北京,计算机硬件,13.0,经验不限,学历不限
北京,电子商务,12.5,经验不限,学历不限
北京,物业管理,7.0,经验不限,学历不限
北京,美容,13.5,3-5年,初中及以下
北京,房地产中介/租赁,6.5,3-5年,学历不限
北京,餐饮,6.0,经验不限,学历不限
北京,汽车研发/制造,6.5,经验不限,学历不限
北京,计算机软件,7.5,1-3年,学历不限
北京,互联网,16.5,经验不限,学历不限
北京,汽车后市场,4.5,1年以内,学历不限
北京,文化艺术/娱乐,14.5,3-5年,学历不限
北京,电子商务,10.5,1-3年,学历不限
北京,其他生活服务,10.0,经验不限,学历不限
北京,快递,10.5,经验不限,学历不限
北京,互联网,12.5,1-3年,学历不限
北京,餐饮,4.5,1年以内,初中及以下
北京,互联网金融,8.5,经验不限,学历不限
北京,其他消费品,9.0,经验不限,学历不限
北京,互联网,30.0,1-3年,学历不限
北京,酒店/民宿,5.5,经验不限,学历不限
北京,酒店/民宿,6.0,经验不限,学历不限
北京,生活服务(O2O),13.5,经验不限,学历不限
北京,餐饮,6.0,1-3年,学历不限
北京,玩具/礼品,6.5,1-3年,高中
北京,电子商务,12.5,1年以内,学历不限
北京,其他行业,5.5,经验不限,学历不限
北京,文化艺术/娱乐,8.25,经验不限,学历不限
北京,企业服务,8.0,经验不限,学历不限
北京,餐饮,5.5,经验不限,学历不限
北京,餐饮,7.0,经验不限,学历不限
北京,互联网,37.5,经验不限,学历不限
北京,互联网,37.5,1-3年,本科
北京,电子商务,6.5,1-3年,学历不限
北京,在线教育,3.85,经验不限,学历不限
北京,其他生活服务,10.5,经验不限,学历不限
北京,文化艺术/娱乐,12.5,经验不限,学历不限
北京,批发/零售,5.5,经验不限,学历不限
北京,电子商务,8.5,经验不限,学历不限
北京,日化,8.5,经验不限,学历不限
北京,培训/辅导机构,,1年以内,学历不限
北京,互联网,45.0,经验不限,学历不限
北京,美容/美发,10.5,经验不限,学历不限
北京,计算机软件,15.0,5-10年,学历不限
北京,餐饮,4.5,经验不限,高中
北京,互联网,32.5,5-10年,学历不限
北京,广播/影视,3.5,经验不限,学历不限
北京,家政服务,11.5,经验不限,学历不限
北京,餐饮,8.0,1-3年,学历不限
北京,餐饮,6.5,1-3年,学历不限
北京,社交网络与媒体,5.5,经验不限,学历不限
北京,食品/饮料/烟酒,25.0,经验不限,学历不限
北京,美容,19.0,1-3年,学历不限
北京,餐饮,8.5,经验不限,学历不限
北京,其他行业,6.0,1-3年,学历不限
北京,其他生活服务,9.5,1年以内,初中及以下
北京,物业管理,6.0,3-5年,学历不限
北京,互联网,,经验不限,学历不限
北京,广告营销,5.0,1-3年,学历不限
北京,餐饮,0.66,经验不限,学历不限
北京,互联网,35.0,经验不限,学历不限
北京,餐饮,6.0,经验不限,学历不限
北京,咨询,11.5,经验不限,学历不限
北京,生活服务(O2O),10.0,经验不限,学历不限
北京,美容,11.5,经验不限,学历不限
北京,日化,6.5,经验不限,学历不限
北京,其他生活服务,7.5,经验不限,学历不限
北京,物业管理,5.5,3-5年,学历不限
北京,餐饮,5.5,经验不限,学历不限
北京,其他金融业,11.5,1-3年,学历不限
北京,互联网,9.0,3-5年,学历不限
北京,培训/辅导机构,,1-3年,学历不限
北京,进出口贸易,8.5,1-3年,高中
北京,餐饮,5.0,经验不限,学历不限
北京,建筑材料,8.0,1-3年,学历不限
北京,互联网,11.0,经验不限,学历不限
北京,其他生活服务,12.5,经验不限,学历不限
北京,文化艺术/娱乐,5.5,经验不限,学历不限
北京,游戏,32.5,5-10年,学历不限
北京,餐饮,4.5,经验不限,学历不限
北京,企业服务,5.5,经验不限,学历不限
北京,餐饮,10.5,1-3年,学历不限
北京,物业管理,5.5,经验不限,初中及以下
北京,文化艺术/娱乐,22.5,经验不限,学历不限
北京,计算机服务,4.5,经验不限,学历不限
北京,互联网,10.5,经验不限,学历不限
北京,保险,8.0,5-10年,学历不限
北京,其他专业服务,5.5,经验不限,学历不限
北京,其他消费品,11.0,经验不限,学历不限
北京,文化艺术/娱乐,7.7,经验不限,学历不限
北京,餐饮,5.5,经验不限,学历不限
北京,餐饮,6.5,经验不限,初中及以下
北京,批发/零售,12.5,经验不限,学历不限
北京,餐饮,6.0,经验不限,学历不限
北京,广告营销,12.5,1-3年,学历不限
北京,游戏,22.5,5-10年,学历不限
北京,餐饮,5.5,经验不限,学历不限
北京,保健/养生,12.5,经验不限,学历不限
北京,其他生活服务,10.5,经验不限,学历不限
北京,互联网,10.5,经验不限,学历不限
北京,餐饮,7.5,经验不限,学历不限
北京,餐饮,5.0,经验不限,学历不限
北京,生活服务(O2O),6.0,经验不限,学历不限
北京,家政服务,13.5,经验不限,学历不限
北京,进出口贸易,17.5,1-3年,学历不限
北京,美容,20.0,1-3年,学历不限
北京,房地产中介/租赁,6.5,经验不限,高中
北京,游戏,30.0,5-10年,学历不限
北京,房屋建筑工程,5.5,1-3年,学历不限
北京,其他专业服务,22.5,经验不限,学历不限
北京,食品/饮料/烟酒,4.5,经验不限,学历不限
北京,广播/影视,8.5,经验不限,学历不限
北京,游戏,14.5,1-3年,学历不限
北京,餐饮,6.5,经验不限,学历不限
北京,人力资源服务,7.0,经验不限,学历不限
北京,服装/纺织,10.0,经验不限,学历不限
北京,互联网,,经验不限,学历不限
北京,美容/美发,20.0,3-5年,高中
北京,即时配送,,经验不限,学历不限
北京,广告/公关/会展,11.5,经验不限,学历不限
北京,服装/纺织,27.5,经验不限,学历不限
北京,房地产中介/租赁,16.0,经验不限,学历不限
北京,房地产中介/租赁,10.5,经验不限,学历不限
北京,装修装饰,22.5,3-5年,学历不限
北京,生活服务(O2O),5.5,1-3年,学历不限
北京,酒店/民宿,6.5,经验不限,学历不限
北京,培训/辅导机构,6.0,1-3年,学历不限
北京,即时配送,12.5,经验不限,学历不限
北京,智能硬件,47.5,5-10年,本科
北京,美容,18.5,经验不限,学历不限
北京,互联网,0.84,经验不限,学历不限
北京,休闲/娱乐,12.5,经验不限,学历不限
北京,体育,7.0,经验不限,学历不限
北京,企业服务,4.95,经验不限,学历不限
北京,保健/养生,10.5,经验不限,学历不限
北京,互联网金融,15.5,经验不限,学历不限
北京,物业管理,22.5,经验不限,学历不限
北京,通信/网络设备,12.1,经验不限,学历不限
北京,其他生活服务,7.5,经验不限,学历不限
北京,旅游,5.5,经验不限,初中及以下
北京,培训/辅导机构,6.5,经验不限,学历不限
北京,游戏,15.5,1-3年,学历不限
北京,广播/影视,7.0,经验不限,学历不限
北京,客运服务,10.0,经验不限,学历不限
北京,餐饮,0.6,经验不限,学历不限
北京,人力资源服务,17.5,3-5年,学历不限
北京,游戏,12.5,经验不限,学历不限
北京,医疗器械,22.5,5-10年,学历不限
北京,企业服务,0.78,经验不限,学历不限
北京,其他专业服务,11.5,1年以内,学历不限
北京,医疗器械,9.0,1-3年,学历不限
北京,物业管理,7.5,1年以内,学历不限
北京,新能源汽车,12.5,经验不限,学历不限
北京,珠宝/首饰,7.5,经验不限,学历不限
北京,保健/养生,10.5,经验不限,学历不限
北京,人力资源服务,9.5,经验不限,学历不限
北京,其他生活服务,12.5,经验不限,学历不限
北京,医美服务,22.5,经验不限,学历不限
北京,互联网,87.5,5-10年,硕士
北京,家政服务,7.0,经验不限,学历不限
北京,企业服务,6.5,经验不限,学历不限
北京,美容,9.0,经验不限,学历不限
北京,其他专业服务,10.5,经验不限,学历不限
北京,互联网金融,10.5,经验不限,高中
北京,医疗健康,10.0,1年以内,学历不限
北京,休闲/娱乐,5.0,经验不限,学历不限
北京,批发/零售,8.0,经验不限,学历不限
北京,电子/半导体/集成电路,5.25,经验不限,学历不限
北京,投资/融资,22.5,经验不限,学历不限
北京,计算机软件,7.5,经验不限,学历不限
北京,生活服务(O2O),10.5,经验不限,学历不限
北京,智能硬件/消费电子,45.0,1-3年,硕士
北京,互联网金融,30.0,经验不限,学历不限
北京,培训/辅导机构,22.5,经验不限,学历不限
北京,互联网,20.0,经验不限,学历不限
北京,人力资源服务,17.5,3-5年,学历不限
北京,游戏,12.5,经验不限,学历不限
北京,医疗器械,22.5,5-10年,学历不限
北京,企业服务,0.78,经验不限,学历不限
北京,其他专业服务,11.5,1年以内,学历不限
北京,医疗器械,9.0,1-3年,学历不限
北京,物业管理,7.5,1年以内,学历不限
北京,新能源汽车,12.5,经验不限,学历不限
北京,珠宝/首饰,7.5,经验不限,学历不限
北京,保健/养生,10.5,经验不限,学历不限
北京,人力资源服务,9.5,经验不限,学历不限
北京,其他生活服务,12.5,经验不限,学历不限
北京,医美服务,22.5,经验不限,学历不限
北京,互联网,87.5,5-10年,硕士
北京,家政服务,7.0,经验不限,学历不限
北京,企业服务,6.5,经验不限,学历不限
北京,美容,9.0,经验不限,学历不限
北京,其他专业服务,10.5,经验不限,学历不限
北京,互联网金融,10.5,经验不限,高中
北京,医疗健康,10.0,1年以内,学历不限
北京,休闲/娱乐,5.0,经验不限,学历不限
北京,批发/零售,8.0,经验不限,学历不限
北京,电子/半导体/集成电路,5.25,经验不限,学历不限
北京,投资/融资,22.5,经验不限,学历不限
北京,计算机软件,7.5,经验不限,学历不限
北京,生活服务(O2O),10.5,经验不限,学历不限
北京,智能硬件/消费电子,45.0,1-3年,硕士
北京,互联网金融,30.0,经验不限,学历不限
北京,培训/辅导机构,22.5,经验不限,学历不限
北京,互联网,20.0,经验不限,学历不限
北京,人力资源服务,17.5,3-5年,学历不限
北京,游戏,12.5,经验不限,学历不限
北京,医疗器械,22.5,5-10年,学历不限
北京,企业服务,0.78,经验不限,学历不限
北京,其他专业服务,11.5,1年以内,学历不限
北京,医疗器械,9.0,1-3年,学历不限
北京,物业管理,7.5,1年以内,学历不限
北京,新能源汽车,12.5,经验不限,学历不限
北京,珠宝/首饰,7.5,经验不限,学历不限
北京,保健/养生,10.5,经验不限,学历不限
北京,人力资源服务,9.5,经验不限,学历不限
北京,其他生活服务,12.5,经验不限,学历不限
北京,医美服务,22.5,经验不限,学历不限
北京,互联网,87.5,5-10年,硕士
北京,家政服务,7.0,经验不限,学历不限
北京,企业服务,6.5,经验不限,学历不限
北京,美容,9.0,经验不限,学历不限
北京,其他专业服务,10.5,经验不限,学历不限
北京,互联网金融,10.5,经验不限,高中
北京,医疗健康,10.0,1年以内,学历不限
北京,休闲/娱乐,5.0,经验不限,学历不限
北京,批发/零售,8.0,经验不限,学历不限
北京,电子/半导体/集成电路,5.25,经验不限,学历不限
北京,投资/融资,22.5,经验不限,学历不限
北京,计算机软件,7.5,经验不限,学历不限
北京,生活服务(O2O),10.5,经验不限,学历不限
北京,智能硬件/消费电子,45.0,1-3年,硕士
北京,互联网金融,30.0,经验不限,学历不限
北京,培训/辅导机构,22.5,经验不限,学历不限
北京,互联网,20.0,经验不限,学历不限
北京,人力资源服务,17.5,3-5年,学历不限
北京,游戏,12.5,经验不限,学历不限
北京,医疗器械,22.5,5-10年,学历不限
北京,企业服务,0.78,经验不限,学历不限
北京,其他专业服务,11.5,1年以内,学历不限
北京,医疗器械,9.0,1-3年,学历不限
北京,物业管理,7.5,1年以内,学历不限
北京,新能源汽车,12.5,经验不限,学历不限
北京,珠宝/首饰,7.5,经验不限,学历不限
北京,保健/养生,10.5,经验不限,学历不限
北京,人力资源服务,9.5,经验不限,学历不限
北京,其他生活服务,12.5,经验不限,学历不限
北京,医美服务,22.5,经验不限,学历不限
北京,互联网,87.5,5-10年,硕士
北京,家政服务,7.0,经验不限,学历不限
北京,企业服务,6.5,经验不限,学历不限
